job_id,company_id,job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg
35,16,Data Analyst,Senior Data Analyst,"New York, NY",LinkedIn,Contract,False,USA,2023-02-11 00:00:00,False,True,USA,year,180761,86.9
36,50,Analytics Engineer,Senior Data Engineer,Remote,LinkedIn,Contract,False,USA,2023-04-04 00:00:00,True,True,USA,year,98347,47.28
37,11,Machine Learning Engineer,Senior Data Engineer,"New York, NY",LinkedIn,Contract,False,USA,2023-08-06 00:00:00,True,False,USA,year,178558,85.85
38,48,Analytics Engineer,Senior Data Scientist,"New York, NY",LinkedIn,Part-time,False,USA,2023-09-17 00:00:00,True,False,USA,year,155746,74.88
39,7,Machine Learning Engineer,Senior Data Engineer,"San Francisco, CA",LinkedIn,Contract,False,USA,2023-11-16 00:00:00,True,True,USA,year,84551,40.65
40,32,Data Scientist,Senior Data Analyst,Anywhere,LinkedIn,Contract,True,USA,2023-09-15 00:00:00,True,False,USA,year,78430,37.71
41,24,Analytics Engineer,Senior Data Analyst,Anywhere,LinkedIn,Part-time,True,USA,2023-08-22 00:00:00,True,False,USA,year,107999,51.92
42,50,Analytics Engineer,Senior Data Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-09-27 00:00:00,True,True,USA,year,189532,91.12
43,46,Data Scientist,Senior Data Scientist,Anywhere,LinkedIn,Part-time,True,USA,2023-02-15 00:00:00,False,True,USA,year,169341,81.41
44,31,Data Engineer,Senior Machine Learning Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-09-16 00:00:00,True,False,USA,year,115960,55.75
45,36,Data Engineer,Senior Data Engineer,"San Francisco, CA",LinkedIn,Part-time,False,USA,2023-05-07 00:00:00,False,False,USA,year,89729,43.14
46,28,Analytics Engineer,Senior Data Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-11-10 00:00:00,False,True,USA,year,128410,61.74
47,8,Machine Learning Engineer,Senior Analytics Engineer,"Austin, TX",LinkedIn,Contract,False,USA,2023-12-18 00:00:00,True,False,USA,year,94268,45.32
48,3,Analytics Engineer,Senior Data Analyst,"New York, NY",LinkedIn,Part-time,False,USA,2023-12-06 00:00:00,False,False,USA,year,151392,72.78
49,32,Data Analyst,Senior Data Scientist,Anywhere,LinkedIn,Full-time,True,USA,2023-01-02 00:00:00,True,True,USA,year,107325,51.6
50,14,Data Analyst,Senior Machine Learning Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-08-06 00:00:00,False,False,USA,year,193921,93.23
51,44,Analytics Engineer,Senior Data Analyst,Anywhere,LinkedIn,Contract,True,USA,2023-12-26 00:00:00,True,False,USA,year,116114,55.82
52,48,Data Engineer,Senior Machine Learning Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-11-16 00:00:00,False,False,USA,year,181979,87.49
53,37,Data Scientist,Senior Data Analyst,Anywhere,LinkedIn,Part-time,True,USA,2023-11-27 00:00:00,True,True,USA,year,125950,60.55
54,43,Data Engineer,Senior Analytics Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-12-27 00:00:00,False,True,USA,year,130896,62.93
55,43,Data Analyst,Senior Analytics Engineer,"London, UK",LinkedIn,Part-time,False,USA,2023-05-23 00:00:00,True,False,USA,year,193771,93.16
56,11,Data Scientist,Senior Data Scientist,Anywhere,LinkedIn,Contract,True,USA,2023-11-20 00:00:00,False,True,USA,year,138467,66.57
57,39,Data Engineer,Senior Data Engineer,"New York, NY",LinkedIn,Full-time,False,USA,2023-09-08 00:00:00,False,False,USA,year,162381,78.07
58,47,Analytics Engineer,Senior Data Engineer,"San Francisco, CA",LinkedIn,Full-time,False,USA,2023-03-25 00:00:00,False,False,USA,year,120914,58.13
59,3,Machine Learning Engineer,Senior Analytics Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-07-23 00:00:00,False,False,USA,year,172083,82.73
60,21,Machine Learning Engineer,Senior Analytics Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-11-22 00:00:00,True,True,USA,year,191788,92.21
61,45,Data Scientist,Senior Data Engineer,"London, UK",LinkedIn,Contract,False,USA,2023-09-30 00:00:00,False,True,USA,year,89514,43.04
62,45,Data Scientist,Senior Data Analyst,"San Francisco, CA",LinkedIn,Contract,False,USA,2023-11-10 00:00:00,False,True,USA,year,122267,58.78
63,11,Data Scientist,Senior Data Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-08-17 00:00:00,True,True,USA,year,143896,69.18
64,25,Data Analyst,Senior Machine Learning Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-05-06 00:00:00,True,False,USA,year,124177,59.7
65,22,Data Engineer,Senior Machine Learning Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-06-22 00:00:00,False,False,USA,year,157446,75.7
66,8,Data Analyst,Senior Analytics Engineer,"Austin, TX",LinkedIn,Contract,False,USA,2023-01-05 00:00:00,False,False,USA,year,110653,53.2
67,39,Data Engineer,Senior Analytics Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-06-14 00:00:00,False,True,USA,year,199513,95.92
68,35,Data Scientist,Senior Machine Learning Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-10-21 00:00:00,False,False,USA,year,186174,89.51
69,26,Data Analyst,Senior Machine Learning Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-02-05 00:00:00,False,True,USA,year,151701,72.93
70,31,Data Scientist,Senior Data Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-01-20 00:00:00,False,False,USA,year,181940,87.47
71,43,Data Engineer,Senior Machine Learning Engineer,Remote,LinkedIn,Part-time,False,USA,2023-06-27 00:00:00,False,False,USA,year,99049,47.62
72,49,Machine Learning Engineer,Senior Data Analyst,Anywhere,LinkedIn,Full-time,True,USA,2023-10-14 00:00:00,False,True,USA,year,171338,82.37
73,42,Data Analyst,Senior Machine Learning Engineer,"New York, NY",LinkedIn,Full-time,False,USA,2023-09-03 00:00:00,False,False,USA,year,182354,87.67
74,25,Machine Learning Engineer,Senior Data Scientist,"New York, NY",LinkedIn,Full-time,False,USA,2023-03-15 00:00:00,False,False,USA,year,176451,84.83
75,30,Machine Learning Engineer,Senior Data Engineer,"New York, NY",LinkedIn,Full-time,False,USA,2023-12-01 00:00:00,True,False,USA,year,126194,60.67
76,18,Data Analyst,Senior Analytics Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-08-24 00:00:00,False,True,USA,year,170861,82.14
77,14,Data Scientist,Senior Data Engineer,"London, UK",LinkedIn,Full-time,False,USA,2023-04-29 00:00:00,True,False,USA,year,95223,45.78
78,49,Data Scientist,Senior Analytics Engineer,Remote,LinkedIn,Part-time,False,USA,2023-02-20 00:00:00,False,False,USA,year,76553,36.8
79,45,Data Engineer,Senior Data Analyst,Anywhere,LinkedIn,Contract,True,USA,2023-03-30 00:00:00,False,True,USA,year,76094,36.58
80,22,Data Analyst,Senior Data Analyst,Anywhere,LinkedIn,Part-time,True,USA,2023-05-13 00:00:00,False,False,USA,year,75694,36.39
81,32,Machine Learning Engineer,Senior Data Analyst,"London, UK",LinkedIn,Contract,False,USA,2023-10-03 00:00:00,True,True,USA,year,121469,58.4
82,17,Analytics Engineer,Senior Analytics Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-08-16 00:00:00,False,True,USA,year,151439,72.81
83,3,Data Analyst,Senior Machine Learning Engineer,"San Francisco, CA",LinkedIn,Part-time,False,USA,2023-10-07 00:00:00,True,False,USA,year,102499,49.28
84,11,Data Scientist,Senior Data Analyst,Anywhere,LinkedIn,Contract,True,USA,2023-10-23 00:00:00,False,True,USA,year,90061,43.3
85,11,Data Scientist,Senior Machine Learning Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-07-10 00:00:00,False,True,USA,year,134124,64.48
86,34,Machine Learning Engineer,Senior Data Scientist,Anywhere,LinkedIn,Full-time,True,USA,2023-03-03 00:00:00,True,True,USA,year,74602,35.87
87,25,Data Scientist,Senior Analytics Engineer,"London, UK",LinkedIn,Full-time,False,USA,2023-05-07 00:00:00,True,True,USA,year,95661,45.99
88,40,Machine Learning Engineer,Senior Data Analyst,Anywhere,LinkedIn,Full-time,True,USA,2023-01-28 00:00:00,True,False,USA,year,158828,76.36
89,28,Machine Learning Engineer,Senior Data Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-01-03 00:00:00,True,True,USA,year,90307,43.42
90,14,Data Engineer,Senior Machine Learning Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-04-26 00:00:00,True,False,USA,year,120418,57.89
91,26,Data Engineer,Senior Analytics Engineer,"San Francisco, CA",LinkedIn,Full-time,False,USA,2023-10-30 00:00:00,True,True,USA,year,96344,46.32
92,10,Analytics Engineer,Senior Data Analyst,Remote,LinkedIn,Full-time,False,USA,2023-08-30 00:00:00,True,False,USA,year,80291,38.6
93,24,Data Scientist,Senior Analytics Engineer,Remote,LinkedIn,Contract,False,USA,2023-03-07 00:00:00,False,False,USA,year,143402,68.94
94,41,Machine Learning Engineer,Senior Data Analyst,Anywhere,LinkedIn,Full-time,True,USA,2023-08-25 00:00:00,True,True,USA,year,73662,35.41
95,10,Machine Learning Engineer,Senior Data Scientist,"New York, NY",LinkedIn,Contract,False,USA,2023-01-20 00:00:00,False,False,USA,year,142895,68.7
96,26,Machine Learning Engineer,Senior Analytics Engineer,"London, UK",LinkedIn,Full-time,False,USA,2023-12-29 00:00:00,True,False,USA,year,164236,78.96
97,32,Machine Learning Engineer,Senior Data Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-01-21 00:00:00,True,True,USA,year,73661,35.41
98,18,Data Analyst,Senior Data Analyst,"San Francisco, CA",LinkedIn,Part-time,False,USA,2023-04-30 00:00:00,False,False,USA,year,198359,95.36
99,44,Data Scientist,Senior Data Engineer,"Austin, TX",LinkedIn,Contract,False,USA,2023-09-02 00:00:00,False,True,USA,year,127105,61.11
100,27,Machine Learning Engineer,Senior Data Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-05-02 00:00:00,False,True,USA,year,81686,39.27
101,9,Data Scientist,Senior Machine Learning Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-12-11 00:00:00,False,False,USA,year,120567,57.96
102,25,Data Engineer,Senior Data Analyst,"San Francisco, CA",LinkedIn,Part-time,False,USA,2023-11-04 00:00:00,True,False,USA,year,115526,55.54
103,31,Data Analyst,Senior Analytics Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-03-01 00:00:00,True,True,USA,year,190069,91.38
104,47,Data Engineer,Senior Data Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-02-12 00:00:00,False,False,USA,year,79138,38.05
105,9,Data Scientist,Senior Data Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-02-17 00:00:00,True,True,USA,year,92056,44.26
106,19,Data Engineer,Senior Analytics Engineer,"Austin, TX",LinkedIn,Part-time,False,USA,2023-11-13 00:00:00,False,False,USA,year,88425,42.51
107,7,Analytics Engineer,Senior Analytics Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-06-11 00:00:00,True,False,USA,year,159076,76.48
108,4,Analytics Engineer,Senior Data Scientist,Anywhere,LinkedIn,Part-time,True,USA,2023-04-08 00:00:00,True,True,USA,year,134820,64.82
109,1,Data Analyst,Senior Data Scientist,"San Francisco, CA",LinkedIn,Part-time,False,USA,2023-01-18 00:00:00,False,False,USA,year,87616,42.12
110,5,Analytics Engineer,Senior Data Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-01-12 00:00:00,True,False,USA,year,86428,41.55
111,26,Analytics Engineer,Senior Data Engineer,"Austin, TX",LinkedIn,Contract,False,USA,2023-07-21 00:00:00,True,False,USA,year,167592,80.57
112,10,Data Analyst,Senior Data Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-07-20 00:00:00,True,False,USA,year,126089,60.62
113,18,Data Analyst,Senior Data Analyst,Anywhere,LinkedIn,Part-time,True,USA,2023-05-02 00:00:00,True,False,USA,year,177356,85.27
114,41,Data Scientist,Senior Data Scientist,"London, UK",LinkedIn,Part-time,False,USA,2023-06-05 00:00:00,True,True,USA,year,124009,59.62
115,35,Analytics Engineer,Senior Data Analyst,Anywhere,LinkedIn,Contract,True,USA,2023-05-04 00:00:00,False,False,USA,year,175848,84.54
116,26,Data Scientist,Senior Data Scientist,"New York, NY",LinkedIn,Full-time,False,USA,2023-10-10 00:00:00,True,False,USA,year,108683,52.25
117,44,Analytics Engineer,Senior Data Analyst,Anywhere,LinkedIn,Part-time,True,USA,2023-07-12 00:00:00,True,False,USA,year,93735,45.06
118,19,Data Scientist,Senior Machine Learning Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-01-29 00:00:00,True,True,USA,year,158696,76.3
119,16,Data Scientist,Senior Analytics Engineer,"London, UK",LinkedIn,Contract,False,USA,2023-12-09 00:00:00,True,False,USA,year,141239,67.9
120,26,Machine Learning Engineer,Senior Machine Learning Engineer,"London, UK",LinkedIn,Full-time,False,USA,2023-07-09 00:00:00,True,True,USA,year,130409,62.7
121,29,Analytics Engineer,Senior Data Engineer,"San Francisco, CA",LinkedIn,Full-time,False,USA,2023-04-09 00:00:00,False,True,USA,year,100256,48.2
122,28,Analytics Engineer,Senior Analytics Engineer,"London, UK",LinkedIn,Contract,False,USA,2023-09-20 00:00:00,True,True,USA,year,192421,92.51
123,21,Data Analyst,Senior Data Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-10-19 00:00:00,True,True,USA,year,72158,34.69
124,1,Analytics Engineer,Senior Data Scientist,Anywhere,LinkedIn,Full-time,True,USA,2023-08-26 00:00:00,False,True,USA,year,127060,61.09
125,13,Data Engineer,Senior Data Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-04-16 00:00:00,False,False,USA,year,180170,86.62
126,5,Data Analyst,Senior Data Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-08-24 00:00:00,False,True,USA,year,194887,93.7
127,36,Machine Learning Engineer,Senior Data Analyst,"San Francisco, CA",LinkedIn,Part-time,False,USA,2023-02-03 00:00:00,False,True,USA,year,120294,57.83
128,1,Data Analyst,Senior Data Scientist,Remote,LinkedIn,Full-time,False,USA,2023-09-03 00:00:00,False,True,USA,year,192884,92.73
129,13,Data Analyst,Senior Machine Learning Engineer,"London, UK",LinkedIn,Contract,False,USA,2023-09-30 00:00:00,True,False,USA,year,125690,60.43
130,30,Data Engineer,Senior Data Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-02-12 00:00:00,True,False,USA,year,107406,51.64
131,28,Data Scientist,Senior Data Analyst,Remote,LinkedIn,Contract,False,USA,2023-10-11 00:00:00,True,True,USA,year,172093,82.74
132,11,Data Engineer,Senior Data Analyst,Anywhere,LinkedIn,Full-time,True,USA,2023-11-03 00:00:00,False,False,USA,year,109425,52.61
133,18,Data Scientist,Senior Data Analyst,"New York, NY",LinkedIn,Part-time,False,USA,2023-11-27 00:00:00,False,True,USA,year,190939,91.8
134,29,Machine Learning Engineer,Senior Data Analyst,Anywhere,LinkedIn,Part-time,True,USA,2023-06-12 00:00:00,True,True,USA,year,118376,56.91
135,40,Data Analyst,Senior Machine Learning Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-10-12 00:00:00,False,True,USA,year,185238,89.06
136,12,Analytics Engineer,Senior Data Analyst,Anywhere,LinkedIn,Part-time,True,USA,2023-04-05 00:00:00,False,False,USA,year,147984,71.15
137,25,Data Scientist,Senior Data Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-08-23 00:00:00,True,False,USA,year,176758,84.98
138,41,Machine Learning Engineer,Senior Data Analyst,Anywhere,LinkedIn,Part-time,True,USA,2023-03-18 00:00:00,False,True,USA,year,155118,74.58
139,30,Data Engineer,Senior Data Engineer,"Austin, TX",LinkedIn,Full-time,False,USA,2023-01-20 00:00:00,False,False,USA,year,97487,46.87
140,18,Data Analyst,Senior Analytics Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-05-01 00:00:00,True,True,USA,year,158093,76.01
141,9,Data Scientist,Senior Machine Learning Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-06-10 00:00:00,True,False,USA,year,93546,44.97
142,49,Data Engineer,Senior Data Engineer,"Austin, TX",LinkedIn,Full-time,False,USA,2023-07-03 00:00:00,False,True,USA,year,83980,40.38
143,45,Analytics Engineer,Senior Data Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-04-17 00:00:00,False,True,USA,year,160533,77.18
144,19,Machine Learning Engineer,Senior Data Analyst,"Austin, TX",LinkedIn,Contract,False,USA,2023-12-17 00:00:00,True,True,USA,year,93955,45.17
145,30,Data Analyst,Senior Machine Learning Engineer,"New York, NY",LinkedIn,Contract,False,USA,2023-08-06 00:00:00,True,True,USA,year,178603,85.87
146,22,Data Analyst,Senior Analytics Engineer,"San Francisco, CA",LinkedIn,Part-time,False,USA,2023-03-15 00:00:00,True,True,USA,year,76905,36.97
147,38,Machine Learning Engineer,Senior Machine Learning Engineer,"New York, NY",LinkedIn,Contract,False,USA,2023-11-20 00:00:00,True,True,USA,year,112039,53.86
148,26,Analytics Engineer,Senior Data Analyst,"London, UK",LinkedIn,Part-time,False,USA,2023-06-24 00:00:00,False,False,USA,year,194156,93.34
149,37,Data Scientist,Senior Analytics Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-05-02 00:00:00,False,False,USA,year,129957,62.48
150,10,Data Scientist,Senior Analytics Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-12-26 00:00:00,False,False,USA,year,120810,58.08
151,42,Analytics Engineer,Senior Machine Learning Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-12-09 00:00:00,False,True,USA,year,153929,74.0
152,19,Machine Learning Engineer,Senior Machine Learning Engineer,"San Francisco, CA",LinkedIn,Part-time,False,USA,2023-04-26 00:00:00,False,False,USA,year,72130,34.68
153,20,Analytics Engineer,Senior Data Analyst,Remote,LinkedIn,Contract,False,USA,2023-05-14 00:00:00,False,True,USA,year,153143,73.63
154,32,Analytics Engineer,Senior Data Analyst,Anywhere,LinkedIn,Full-time,True,USA,2023-12-29 00:00:00,True,False,USA,year,126766,60.95
155,30,Data Analyst,Senior Machine Learning Engineer,"New York, NY",LinkedIn,Full-time,False,USA,2023-07-05 00:00:00,False,True,USA,year,193624,93.09
156,23,Analytics Engineer,Senior Analytics Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-05-06 00:00:00,True,True,USA,year,193080,92.83
157,25,Machine Learning Engineer,Senior Data Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-01-28 00:00:00,False,False,USA,year,157777,75.85
158,9,Data Analyst,Senior Analytics Engineer,"San Francisco, CA",LinkedIn,Full-time,False,USA,2023-12-15 00:00:00,False,False,USA,year,70316,33.81
159,41,Data Scientist,Senior Machine Learning Engineer,"San Francisco, CA",LinkedIn,Part-time,False,USA,2023-01-31 00:00:00,True,True,USA,year,156873,75.42
160,23,Analytics Engineer,Senior Data Scientist,"San Francisco, CA",LinkedIn,Part-time,False,USA,2023-02-14 00:00:00,False,False,USA,year,184568,88.73
161,30,Machine Learning Engineer,Senior Data Engineer,Remote,LinkedIn,Part-time,False,USA,2023-04-16 00:00:00,True,False,USA,year,116200,55.87
162,15,Data Engineer,Senior Machine Learning Engineer,"London, UK",LinkedIn,Contract,False,USA,2023-12-18 00:00:00,False,False,USA,year,86093,41.39
163,12,Analytics Engineer,Senior Data Scientist,"New York, NY",LinkedIn,Contract,False,USA,2023-11-22 00:00:00,False,False,USA,year,161448,77.62
164,37,Machine Learning Engineer,Senior Data Analyst,Anywhere,LinkedIn,Part-time,True,USA,2023-09-03 00:00:00,False,True,USA,year,74535,35.83
165,26,Machine Learning Engineer,Senior Data Scientist,Anywhere,LinkedIn,Part-time,True,USA,2023-08-21 00:00:00,True,False,USA,year,155079,74.56
166,38,Data Scientist,Senior Data Engineer,"San Francisco, CA",LinkedIn,Full-time,False,USA,2023-02-19 00:00:00,False,False,USA,year,189423,91.07
167,34,Data Analyst,Senior Data Scientist,"London, UK",LinkedIn,Contract,False,USA,2023-02-10 00:00:00,True,True,USA,year,197593,95.0
168,30,Data Scientist,Senior Data Engineer,Anywhere,LinkedIn,Contract,True,USA,2023-01-01 00:00:00,True,False,USA,year,111193,53.46
169,27,Data Engineer,Senior Data Analyst,"London, UK",LinkedIn,Full-time,False,USA,2023-08-29 00:00:00,True,True,USA,year,152514,73.32
170,20,Data Analyst,Senior Data Analyst,"New York, NY",LinkedIn,Contract,False,USA,2023-11-27 00:00:00,True,True,USA,year,139282,66.96
171,3,Machine Learning Engineer,Senior Data Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-03-10 00:00:00,True,False,USA,year,167014,80.3
172,43,Data Scientist,Senior Data Scientist,Anywhere,LinkedIn,Full-time,True,USA,2023-07-19 00:00:00,True,False,USA,year,177371,85.27
173,46,Analytics Engineer,Senior Machine Learning Engineer,Remote,LinkedIn,Full-time,False,USA,2023-10-12 00:00:00,True,True,USA,year,79930,38.43
174,50,Machine Learning Engineer,Senior Analytics Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-03-02 00:00:00,False,False,USA,year,183254,88.1
175,8,Data Analyst,Senior Data Scientist,"Austin, TX",LinkedIn,Full-time,False,USA,2023-03-27 00:00:00,True,True,USA,year,74509,35.82
176,31,Data Engineer,Senior Data Analyst,"London, UK",LinkedIn,Full-time,False,USA,2023-04-20 00:00:00,True,True,USA,year,133481,64.17
177,40,Data Scientist,Senior Data Scientist,"London, UK",LinkedIn,Part-time,False,USA,2023-10-10 00:00:00,True,True,USA,year,156758,75.36
178,36,Data Engineer,Senior Data Analyst,Anywhere,LinkedIn,Part-time,True,USA,2023-03-13 00:00:00,False,False,USA,year,194744,93.63
179,26,Data Analyst,Senior Analytics Engineer,Anywhere,LinkedIn,Part-time,True,USA,2023-12-19 00:00:00,True,False,USA,year,106962,51.42
180,42,Machine Learning Engineer,Senior Data Scientist,Anywhere,LinkedIn,Part-time,True,USA,2023-03-21 00:00:00,False,False,USA,year,181647,87.33
181,9,Data Scientist,Senior Data Analyst,Anywhere,LinkedIn,Contract,True,USA,2023-09-03 00:00:00,False,False,USA,year,149562,71.9
182,14,Data Analyst,Senior Data Engineer,Anywhere,LinkedIn,Full-time,True,USA,2023-03-27 00:00:00,False,False,USA,year,126473,60.8
